model,evaluation,dataset,n_patients,metric_name,metric_value,notes
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5704,"drug=phthalylsulfathiazole, p=0.150757"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4862,"drug=piceatannol, p=0.778989"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4933,"drug=piperidolate, p=0.892844"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5281,"drug=pitavastatin, p=0.566983"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4182,"drug=polydatin, p=0.095146"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5598,"drug=ponalrestat, p=0.222527"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4981,"drug=ponatinib, p=0.970151"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5005,"drug=potassium-canrenoate, p=0.994029"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5298,"drug=pravastatin, p=0.544397"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4409,"drug=prednicarbate, p=0.228254"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4657,"drug=prednisolone-acetate, p=0.484101"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4898,"drug=prednisolone-hemisuccinate, p=0.836947"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4367,"drug=pregnenolone-succinate, p=0.196727"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.469,"drug=procaterol, p=0.527145"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5003,"drug=prostratin, p=0.997014"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4376,"drug=protein-tyrosine-phosphatase-inhibitor-iv, p=0.203294"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5038,"drug=pyrrolidine-dithiocarbamate, p=0.940345"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5605,"drug=pyrvinium-pamoate, p=0.216903"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4882,"drug=resveratrol, p=0.810736"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5268,"drug=retinyl-acetate, p=0.584855"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.512,"drug=rizatriptan, p=0.807836"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.6294,"drug=rosuvastatin, p=0.008248"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.6364,"drug=roxatidine-acetate, p=0.005371"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5539,"drug=saracatinib, p=0.271289"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5281,"drug=simvastatin, p=0.566983"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5594,"drug=skatole, p=0.225377"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5523,"drug=somatostatin, p=0.286233"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.494,"drug=spiroxatrine, p=0.90469"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.523,"drug=succinylsulfathiazole, p=0.639978"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5043,"drug=sulfathiazole, p=0.931417"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5129,"drug=sumatriptan, p=0.793377"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4162,"drug=talniflumate, p=0.087263"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4851,"drug=tenatoprazole, p=0.761823"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5455,"drug=testosterone-propionate, p=0.353421"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4461,"drug=tetrahydropalmatine, p=0.271289"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.6333,"drug=tetramethyl-haematoxylone, p=0.006522"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5094,"drug=tiratricol, p=0.848656"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.551,"drug=tolnaftate, p=0.298233"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4953,"drug=topiramate, p=0.92547"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5221,"drug=tosedostat, p=0.653417"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4351,"drug=tracazolate, p=0.185301"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5281,"drug=trichostatin-a, p=0.566983"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.6107,"drug=tropanyl-3,5-dimethylbenzoate, p=0.023817"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5063,"drug=tubastatin-a, p=0.898764"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5536,"drug=vatalanib, p=0.274563"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.4442,"drug=veratridine, p=0.255322"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.6406,"drug=vigabatrin, p=0.004105"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5453,"drug=vorinostat, p=0.355365"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5668,"drug=wiskostatin, p=0.173189"
LINCS-reversal,Reversal score discrimination,GSE50948,156,AUC,0.5397,"drug=zatebradine, p=0.418955"
LINCS-reversal,Reversal score discrimination,GSE66999,76,AUC,0.3476,"drug=docetaxel, p=0.227533"
LINCS-reversal,Reversal score discrimination,GSE6861,161,AUC,0.478,"drug=cyclophosphamide, p=0.636492"
LINCS-reversal,Reversal score discrimination,GSE82172,152,AUC,0.4951,"drug=tamoxifen, p=0.944661"
Patient-LightGBM-LODO,LODO-CV (per-fold),GSE20194,278,AUC,0.8894,"balanced_acc=0.748, sens=0.554, spec=0.941"
Patient-LightGBM-LODO,LODO-CV (per-fold),GSE20271,178,AUC,0.712,"balanced_acc=0.636, sens=0.654, spec=0.618"
Patient-LightGBM-LODO,LODO-CV (per-fold),GSE25066,488,AUC,0.7983,"balanced_acc=0.696, sens=0.596, spec=0.797"
Patient-LightGBM-LODO,LODO-CV (per-fold),GSE32646,115,AUC,0.7555,"balanced_acc=0.688, sens=0.593, spec=0.784"
Patient-LightGBM-LODO,LODO-CV (per-fold),GSE41998,206,AUC,0.4627,"balanced_acc=0.549, sens=0.298, spec=0.800"
Patient-LightGBM-LODO,LODO-CV (per-fold),GSE4779,102,AUC,0.974,"balanced_acc=0.898, sens=0.923, spec=0.873"
Patient-LightGBM-LODO,LODO-CV (per-fold),GSE50948,156,AUC,0.5153,"balanced_acc=0.535, sens=0.264, spec=0.806"
Patient-LightGBM-LODO,LODO-CV (per-fold),GSE66999,76,AUC,0.4714,"balanced_acc=0.400, sens=0.300, spec=0.500"
Patient-LightGBM-LODO,LODO-CV (per-fold),GSE6861,161,AUC,0.8496,"balanced_acc=0.765, sens=0.803, spec=0.726"
Patient-LightGBM-LODO,LODO-CV (per-fold),GSE82172,152,AUC,0.5158,"balanced_acc=0.527, sens=0.429, spec=0.626"
Patient-LightGBM-LODO,LODO-CV (mean),MEAN,191,AUC,0.6944,"balanced_acc=0.644, sens=0.541, spec=0.747"
